,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,LTIM,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
2021-06-10,1608.0938720703125,821.9548950195312,3282.777587890625,2838.21044921875,741.1553955078125,3655.2431640625,1196.617919921875,596.2015380859375,522.9885864257812,172.05331420898438,3367.85009765625,938.3489379882812,103.25878143310547,4241.53564453125,1025.6597900390625,2578.998046875,1449.6231689453125,790.6250610351562,701.4072265625,678.859619140625,2533.84033203125,371.9375305175781,2187.557373046875,619.3870239257812,989.2189331054688,1267.3704833984375,164.80078125,668.1248168945312,358.4126281738281,1428.158447265625,,769.8275756835938,6900.6552734375,834.4413452148438,98.76681518554688,90.72101593017578,105.06302642822266,989.8405151367188,988.3260498046875,395.39947509765625,269.5155029296875,643.4646606445312,678.9899291992188,,95.94048309326172,2803.632568359375,893.818603515625,1712.0218505859375,6528.40869140625,256.0355529785156
2021-06-11,1597.7191162109375,815.159912109375,3293.4873046875,2843.645263671875,735.3795776367188,3648.77197265625,1188.0770263671875,599.49267578125,518.8634033203125,172.0710906982422,3350.52294921875,932.232666015625,107.3165512084961,4204.62548828125,1056.853759765625,2618.4208984375,1447.7777099609375,802.7061157226562,703.917236328125,672.3099365234375,2529.92431640625,379.41680908203125,2176.246337890625,614.8411865234375,980.2861938476562,1287.4805908203125,163.69842529296875,692.1690063476562,357.376953125,1412.8873291015625,,771.7833251953125,6923.56201171875,833.5049438476562,99.016845703125,90.4282455444336,107.08472442626953,1007.0098266601562,978.9634399414062,392.9753723144531,270.4963684082031,648.4617309570312,686.3775024414062,,99.71974182128906,2853.31103515625,900.6173706054688,1701.97802734375,6482.873046875,256.0586853027344
2021-06-14,1497.811767578125,745.9478759765625,3306.9609375,2837.537109375,733.1886596679688,3626.03564453125,1189.93798828125,606.756103515625,517.4244384765625,172.10667419433594,3381.928955078125,940.2271728515625,105.13922882080078,4256.5712890625,1058.4720458984375,2617.038818359375,1450.108642578125,803.400146484375,700.6495361328125,671.4234619140625,2514.17724609375,381.0091857910156,2190.23291015625,614.3092041015625,989.1707763671875,1300.7386474609375,163.2259979248047,690.2283935546875,352.1388244628906,1424.446533203125,,770.3046875,6879.5224609375,835.4584350585938,98.5167465209961,91.34314727783203,108.12818908691406,1021.4564208984375,977.0315551757812,393.6614685058594,270.7988586425781,644.4641723632812,685.7537841796875,,100.2750015258789,2855.53369140625,897.4697265625,1708.2308349609375,6498.10009765625,259.4308776855469
2021-06-15,1535.12109375,739.541015625,3255.731201171875,2926.3212890625,747.7777709960938,3618.68994140625,1177.2215576171875,603.5236206054688,520.4462890625,171.46620178222656,3420.162841796875,934.0145263671875,103.68762969970703,4183.818359375,1048.6845703125,2634.724365234375,1452.2939453125,804.4205322265625,705.7642211914062,682.1099243164062,2532.197998046875,377.1971740722656,2215.56591796875,624.1261596679688,998.9725341796875,1311.50537109375,163.02915954589844,686.39453125,352.7065124511719,1419.79443359375,,771.4017944335938,6868.404296875,840.5584106445312,98.18336486816406,91.74568939208984,107.64993286132812,1023.777099609375,986.6417846679688,392.8839416503906,265.9677734375,640.752197265625,690.3111572265625,,101.09284973144531,2843.6806640625,895.4553833007812,1697.00537109375,6488.17529296875,257.7217102050781
2021-06-16,1444.79052734375,686.0059814453125,3251.683837890625,2903.716552734375,746.6823120117188,3594.510986328125,1182.9537353515625,595.731201171875,514.9301147460938,171.2349395751953,3427.319580078125,921.5411376953125,102.6319808959961,4171.8388671875,1047.7640380859375,2613.320556640625,1426.9925537109375,799.48193359375,703.0885009765625,681.7159423828125,2505.5458984375,366.9674072265625,2230.339599609375,619.0967407226562,978.9342041015625,1317.4671630859375,163.65907287597656,667.7461547851562,350.655029296875,1401.09326171875,,769.064453125,6818.56591796875,853.8859252929688,99.85032653808594,92.73377990722656,105.28043365478516,1006.3045043945312,982.6292724609375,389.6365966796875,263.97943115234375,636.3262939453125,706.0457763671875,,98.32511901855469,2853.790771484375,897.3859252929688,1688.6845703125,6409.4609375,256.4975280761719
2021-06-17,1364.3857421875,627.9571533203125,3198.77587890625,2943.732177734375,735.5288696289062,3545.05859375,1179.2021484375,592.660400390625,507.1593933105469,169.6871337890625,3444.929931640625,915.95458984375,100.38862609863281,4173.43896484375,1024.584228515625,2549.15673828125,1416.308349609375,805.1959228515625,694.3270263671875,689.7429809570312,2453.926025390625,356.3516845703125,2239.417236328125,612.229736328125,950.3010864257812,1330.5477294921875,161.9268035888672,659.17919921875,351.7405090332031,1397.9451904296875,,768.6351318359375,6679.68798828125,858.3465576171875,97.84999084472656,91.56271362304688,104.28045654296875,1008.1473999023438,974.2078247070312,384.4224853515625,259.8463439941406,632.9948120117188,714.7766723632812,,97.14573669433594,2891.616943359375,906.7025146484375,1685.189208984375,6523.73876953125,258.09124755859375
2021-06-18,1483.8956298828125,674.0176391601562,3179.92236328125,2931.130859375,733.2384033203125,3644.050048828125,1197.241455078125,596.26513671875,516.8487548828125,168.06820678710938,3408.249755859375,925.5383911132812,96.59478759765625,4071.537353515625,1024.080322265625,2581.381591796875,1438.2105712890625,796.09423828125,700.8152465820312,698.5089721679688,2434.768310546875,358.37835693359375,2299.80908203125,609.715087890625,961.2619018554688,1337.6661376953125,161.06068420410156,634.8037719726562,350.62518310546875,1387.0908203125,,745.5961303710938,6670.10302734375,839.8856811523438,94.64111328125,88.0129165649414,101.30224609375,1012.6974487304688,973.4647827148438,377.6990966796875,254.06536865234375,636.2786865234375,709.78759765625,,96.13796997070312,2873.79248046875,898.686767578125,1685.0908203125,6513.083984375,253.97987365722656
2021-06-21,1536.268310546875,709.6429443359375,3196.20947265625,2951.668212890625,736.4749145507812,3657.64794921875,1212.9112548828125,599.1008911132812,517.6641845703125,169.0288848876953,3436.172119140625,924.8159790039062,97.32056427001953,4102.384765625,1023.7120361328125,2572.70556640625,1453.65380859375,801.604248046875,705.0301513671875,707.9149780273438,2437.716064453125,354.7593078613281,2328.940185546875,610.5371704101562,972.9951782226562,1334.99658203125,160.98194885253906,637.0283203125,352.9355163574219,1378.679931640625,,741.1123046875,6613.1240234375,838.864013671875,98.35005950927734,88.52526092529297,102.1065902709961,1017.9756469726562,972.4739990234375,383.9651184082031,254.59930419921875,638.9912109375,712.4260864257812,,97.35696411132812,2852.700927734375,892.139892578125,1716.157470703125,6592.4794921875,250.4459686279297
2021-06-22,1537.8643798828125,721.1459350585938,3216.148681640625,2896.117431640625,736.2758178710938,3691.709228515625,1210.4417724609375,589.3836059570312,514.5943603515625,168.53076171875,3438.10205078125,920.6742553710938,98.11233520507812,4160.24658203125,1028.8189697265625,2591.535400390625,1453.3138427734375,800.05322265625,702.7095947265625,705.945068359375,2447.9892578125,354.7110290527344,2306.6171875,610.1502685546875,965.8006591796875,1345.27392578125,161.49371337890625,639.20556640625,349.9579772949219,1408.893310546875,,739.5382080078125,6963.43310546875,828.759033203125,98.6001205444336,89.33036041259766,101.75875091552734,1012.7430419921875,997.6886596679688,382.9588928222656,252.5373077392578,634.66064453125,726.001953125,,97.89825439453125,2877.19189453125,887.355712890625,1730.0908203125,6673.67626953125,257.0980224609375
2021-06-23,1501.1038818359375,697.654541015625,3202.921630859375,2873.560546875,729.3048095703125,3671.59619140625,1225.4678955078125,589.26611328125,512.3399047851562,167.0897216796875,3446.012451171875,922.5042724609375,97.94737243652344,4098.01904296875,1027.074462890625,2601.45068359375,1455.6932373046875,794.1759643554688,703.5147705078125,706.9299926757812,2465.925537109375,355.2418518066406,2297.58642578125,604.2020874023438,965.26953125,1337.53271484375,160.58824157714844,629.9759521484375,345.8949279785156,1390.1451416015625,,745.9777221679688,7123.7802734375,827.7252807617188,97.72496032714844,90.2818374633789,100.97615814208984,1003.4607543945312,991.29833984375,383.1418762207031,251.6351776123047,633.185302734375,727.1053466796875,,96.8244857788086,2842.50390625,886.7261352539062,1755.24951171875,6716.87646484375,249.5220947265625
2021-06-24,1504.8446044921875,693.9400024414062,3161.907958984375,2927.33154296875,736.0765991210938,3696.34375,1230.5565185546875,592.0088500976562,507.25531005859375,165.8443603515625,3474.075927734375,915.9064331054688,96.59478759765625,4122.99755859375,1022.868896484375,2580.61865234375,1455.8392333984375,807.889892578125,713.3416748046875,708.7520751953125,2447.90478515625,356.15863037109375,2306.52490234375,613.2453002929688,966.331787109375,1387.406982421875,160.03704833984375,642.7554321289062,346.1339111328125,1413.4512939453125,,755.37451171875,7214.59228515625,837.4664916992188,98.35005950927734,89.29377746582031,100.4979248046875,979.8683471679688,992.883544921875,381.632568359375,251.10128784179688,632.757080078125,726.7216186523438,,97.97306823730469,2940.29296875,906.4926147460938,1753.575439453125,6773.89404296875,253.63343811035156
2021-06-25,1515.76806640625,696.1883544921875,3394.615234375,2889.480224609375,758.1842651367188,3669.45361328125,1245.857177734375,595.1631469726562,513.3472290039062,167.2498321533203,3456.13623046875,921.8782348632812,98.14530944824219,4121.44482421875,1029.0030517578125,2594.01416015625,1463.5606689453125,812.7467651367188,717.532958984375,715.0064086914062,2475.06201171875,362.7693786621094,2268.0849609375,627.7047119140625,978.16162109375,1400.7542724609375,161.454345703125,652.6949462890625,345.5563659667969,1432.0584716796875,,757.7118530273438,7331.08984375,832.0934448242188,96.72480010986328,88.48867797851562,100.3674545288086,957.550048828125,997.8373413085938,392.24359130859375,251.8745574951172,639.8478393554688,726.865478515625,,102.5586166381836,2946.568359375,914.4664916992188,1726.9891357421875,6735.99560546875,252.9174041748047
2021-06-28,1522.052734375,700.147216796875,3409.569580078125,2869.328369140625,759.2299194335938,3658.34765625,1235.0115966796875,591.3672485351562,509.60577392578125,166.2179718017578,3453.499267578125,927.6093139648438,97.12261962890625,4185.1279296875,1047.4053955078125,2612.748291015625,1476.915771484375,804.298095703125,714.336181640625,685.704833984375,2478.809814453125,368.94580078125,2278.783203125,628.9620971679688,974.298828125,1398.6187744140625,160.31263732910156,658.232666015625,345.1679992675781,1423.2247314453125,,756.996337890625,7280.53271484375,832.0671997070312,96.80813598632812,89.54993438720703,100.80223083496094,949.1550903320312,992.833984375,390.36834716796875,252.69381713867188,643.7026977539062,734.5889282226562,,104.20886993408203,2908.176025390625,927.5601806640625,1701.584228515625,6683.89208984375,252.87123107910156
