,Open,High,Low,Close,Volume
2025-05-27,2288.3827275855097,2326.4713235357294,2276.5109574192074,2302.727783203125,2485428
2025-05-28,2302.72778990034,2308.069989878001,2275.7194643870957,2278.58837890625,774808
2025-05-29,2278.5882463730663,2284.326316609405,2262.0667487775677,2269.783447265625,1414643
2025-05-30,2271.959969790152,2279.3798259945615,2230.9034321257536,2234.959716796875,3610431
2025-06-02,2234.9598724001326,2248.0187719227292,2233.772502099337,2242.478515625,702789
2025-06-03,2248.315501824791,2262.858371962779,2222.6921196466383,2231.595947265625,792587
2025-06-04,2225.462186373197,2236.8392991286055,2216.9539880477464,2224.967529296875,768079
2025-06-05,2227.0452515829743,2236.8393653714897,2209.138568277106,2219.5263671875,996614
2025-06-06,2225.066477788955,2228.5290771994382,2215.0743085917125,2221.2080078125,822087
2025-06-09,2216.0636653265124,2231.6948769865094,2212.1064087812865,2223.879150390625,1041851
2025-06-10,2236.5096020141245,2236.5096020141245,2211.7481969540704,2215.4423828125,1809051
2025-06-11,2205.5577938919528,2222.4313617191465,2203.7605500158743,2205.358154296875,1430888
2025-06-12,2220.53458020989,2259.4738107081753,2204.6594529723643,2215.941650390625,3417373
2025-06-13,2171.6108865639185,2213.6453832975812,2171.411246958574,2210.749755859375,1786807
2025-06-16,2210.749588087704,2246.493850099095,2205.857321207117,2241.302001953125,1301826
2025-06-17,2227.523615118048,2277.4457042063054,2223.529847990987,2261.27099609375,1540986
2025-06-18,2253.4830888680904,2280.441016825307,2251.4862053157035,2277.844970703125,1131156
2025-06-19,2266.462703751929,2281.4393295476466,2260.472053433642,2264.4658203125,524926
2025-06-20,2263.4673722395323,2286.331590052743,2259.4736053718843,2282.13818359375,1945026
2025-06-23,2257.6763942073076,2269.2584157952006,2250.387720816316,2260.572021484375,596186
2025-06-24,2301.4083108887703,2306.1009385190196,2265.364465001573,2271.754638671875,1044179
2025-06-25,2272.5532844608238,2290.724874917351,2271.854180252347,2276.34716796875,807368
