,Open,High,Low,Close,Volume
2025-05-27,3368.3430118958113,3375.972327891045,3321.708911006242,3336.5859375,2467680
2025-05-28,3356.8988437504863,3365.481823748712,3331.149903755809,3335.632080078125,1222933
2025-05-29,3342.307717484286,3368.819635491308,3324.9510712357946,3336.013671875,3188072
2025-05-30,3328.288954402222,3344.2151042659493,3293.098829075797,3302.92138671875,3404365
2025-06-02,3290.142346480254,3299.678990962806,3260.1973759363364,3289.95166015625,1877585
2025-06-03,3286.3275228408643,3312.5532938443826,3242.935792635043,3247.41796875,2848125
2025-06-04,3260.6957796433117,3266.2762443041534,3242.415101032151,3252.90234375,2544807
2025-06-05,3279.9384360226436,3279.9384360226436,3236.353404838992,3243.473388671875,3584683
2025-06-06,3243.4734869301915,3262.523690035982,3231.542798077587,3256.077392578125,2070390
2025-06-09,3271.27954690969,3303.992342378787,3262.5239694574043,3292.350341796875,1718678
2025-06-10,3309.7649174374747,3353.831020585222,3293.6009022564963,3331.7978515625,2419874
2025-06-11,3338.629301432497,3356.909980604606,3318.5206483022603,3340.457275390625,2847013
2025-06-12,3340.4572389790806,3343.1512807546196,3293.6010193282204,3304.1845703125,4060134
2025-06-13,3264.7366235777054,3319.867346975648,3264.7366235777054,3315.2490234375,2178493
2025-06-16,3309.7650089781714,3376.152737355931,3296.487416323079,3363.93359375,1934088
2025-06-17,3377.1147173394984,3386.736126790608,3356.043924600645,3382.214111328125,2111940
2025-06-18,3385.8702840087717,3404.054653859175,3312.7475723939338,3320.733154296875,2696327
2025-06-19,3319.3862701130806,3320.3484110609393,3283.7870550423027,3294.37060546875,2672768
2025-06-20,3295.332824141505,3315.826473793808,3281.7665424976394,3305.627685546875,2351248
2025-06-23,3285.7113041508937,3295.3327135334735,3242.414961929286,3265.12158203125,3123421
2025-06-24,3304.569544364703,3311.785601803136,3253.9608342374113,3262.042724609375,3403048
2025-06-25,3278.3030139670477,3319.3863869066126,3271.2793378210094,3314.38330078125,1757699
2025-06-26,3314.3832490719788,3320.7332385135887,3286.000090554292,3311.496826171875,2879106
2025-06-27,3324.197397384813,3335.1657116254887,3301.106011701098,3310.82373046875,1778433
2025-06-30,3309.66847634863,3333.721999491074,3300.143375143297,3330.931884765625,1468351
2025-07-01,3324.1969490999145,3353.06117731207,3284.268100073099,3299.854736328125,2375183
2025-07-02,3355.1779803217332,3357.7757139896216,3290.5221534097136,3293.697265625,3090585
2025-07-03,3300.143541734672,3305.242935877825,3268.9702681275116,3272.049072265625,2531870
2025-07-04,3278.9765232213795,3297.257202194738,3261.7542933055606,3290.329833984375,1109320
2025-07-07,3288.8868460752856,3296.3915933540857,3279.361508602982,3282.53662109375,1639174
2025-07-08,3276.090350739815,3295.333172183221,3264.9294203435506,3277.244873046875,2325242
2025-07-09,3280.9006731219124,3284.749236961352,3239.528611847941,3255.692626953125,2034938
2025-07-10,3252.036655455352,3270.3173348795094,3228.9452709195743,3253.9609375,3035012
2025-07-11,3174.968778671878,3208.740019462478,3137.6378982976325,3142.352294921875,7635550
2025-07-14,3142.352401281831,3148.1252470894524,3078.8510973979974,3100.691650390625,3924009
2025-07-15,3084.623968418985,3136.002202567695,3084.623968418985,3129.171142578125,2590889
2025-07-16,3115.365810708297,3132.6464874286985,3109.187305299685,3121.2548828125,2540733
2025-07-17,3112.5663349360093,3129.8470122556437,3093.2582102459683,3098.181640625,2947640
2025-07-18,3113.434923384125,3117.103513998714,3076.749488627971,3079.549072265625,3432645
2025-07-21,3079.6460115490218,3086.9831935033963,3042.9605731669335,3048.946044921875,3844346
2025-07-22,3050.297607421875,3070.0884350644405,3045.470576289542,3050.297607421875,3198036
2025-07-23,3050.297382705153,3071.92238630693,3048.3665703944635,3069.122802734375,1922875
2025-07-24,3055.6074181166887,3063.909770455093,3031.3756269481614,3039.098876953125,2934778
2025-07-25,3031.375459671135,3047.6907301283586,3017.47370470728,3027.32080078125,2568917
2025-07-28,3002.413314143324,3010.1365638260077,2963.700430830921,2972.775390625,3374473
2025-07-29,2954.1431191329557,2967.658806606113,2935.993434530025,2950.281494140625,4785312
2025-07-30,2954.14286063789,2962.831516110354,2941.7856146047457,2947.96435546875,2880121
2025-07-31,2936.47600158721,2953.9499481457733,2910.6997030967705,2931.74560546875,2968371
2025-08-01,2925.0840779463133,2931.7455219766357,2896.2185275661836,2899.11474609375,2053847
2025-08-04,2905.0038424767117,2972.8717086542492,2888.1092342571515,2968.044677734375,2519252
2025-08-05,2968.044724074376,2971.0375775693733,2936.7656575031788,2957.907958984375,1927996
2025-08-06,2957.0390447864347,2960.7076353045086,2921.319017147813,2927.401123046875,1487081
2025-08-07,2911.665180402855,2946.0337363593026,2906.741514367591,2941.5927734375,2543076
2025-08-08,2942.6545713366527,2953.94977611907,2920.353595060068,2931.359130859375,2762140
2025-08-11,2931.3592490987544,2944.3922326106717,2916.78175710605,2935.607177734375,1884215
2025-08-12,2935.8001676667204,2989.2835752923374,2922.187846369997,2930.393798828125,3358232
2025-08-13,2931.0698605624675,2939.0825434733065,2923.8293140563796,2931.166259765625,2148166
2025-08-14,2929.0422751905776,2950.1845757137776,2914.6578177545016,2917.7470703125,3342174
2025-08-18,2941.1101377304376,2943.5236533530624,2899.501034118434,2907.03125,2945609
2025-08-19,2907.0311232620697,2920.353776057107,2906.9347240582983,2911.858154296875,2650784
2025-08-20,2906.741403418293,2996.0414760002127,2906.741403418293,2991.40771484375,4952358
2025-08-21,3021.721568272579,3021.721568272579,2976.444109339037,2995.26953125,3230726
2025-08-22,2979.2435848733217,2988.6079780367672,2944.4889610705222,2948.3505859375,1593791
2025-08-25,2980.4988759076773,3042.960615514831,2970.6517789228456,3031.955078125,3448370
2025-08-26,3020.756060501902,3052.6144657420946,3012.067404527304,3047.98046875,5522097
2025-08-28,3036.2026334864163,3037.6507428505593,2979.7263682848406,2986.67724609375,3116051
2025-08-29,2986.001444170926,3007.2403810515466,2970.747978726777,2977.988525390625,2271789
2025-09-01,2983.105066117822,3022.7833539936464,2983.105066117822,3004.92333984375,1246862
2025-09-02,3013.1295666219185,3045.856744495596,2995.752253975034,3003.861572265625,2185229
2025-09-03,3021.6250164070084,3033.209891747505,2981.1745876210657,2990.345947265625,1799774
2025-09-04,3008.205703050011,3010.136515439645,2983.877514079595,2988.60791015625,1481391
2025-09-05,2989.959524182405,2996.0413944584525,2923.8292019621163,2942.84765625,2802055
2025-09-08,2944.488624453979,2958.8730811610762,2911.664816837115,2914.56103515625,2626187
2025-09-09,2927.208085964641,2954.1428233110028,2925.9530108288373,2943.909423828125,2489301
2025-09-10,2950.667462651561,3014.6739418754814,2947.7712440051832,3002.413330078125,2079428
2025-09-11,3030.4101295308183,3030.4101295308183,3002.5099840051885,3016.1220703125,2263446
2025-09-12,3035.237062003493,3039.774423958481,3013.0327196287853,3025.003662109375,1447167
2025-09-15,3025.583130595429,3025.583130595429,2988.8976937854013,3004.24755859375,1732539
2025-09-16,3019.790531578054,3041.0294675418386,3001.5444490507502,3036.878173828125,2573429
2025-09-17,3042.9602758247306,3072.308529384687,3033.692282229551,3063.040771484375,2418271
2025-09-18,3074.8188270106057,3092.1961390627853,3052.035145819797,3066.805908203125,2633138
2025-09-19,3060.337557621526,3070.474322402291,3035.2369972120114,3059.565185546875,4901694
2025-09-22,2987.93214013821,2999.420379452393,2958.96995461183,2967.465576171875,3634901
2025-09-23,2963.79714260431,2974.126942183857,2946.419830367542,2956.4599609375,3177741
2025-09-24,2944.4888232106205,2951.2466664114318,2928.0769182943645,2930.393798828125,1625714
2025-09-25,2917.4573723057974,2924.794553291062,2848.913535961088,2855.092041015625,4974361
2025-09-26,2839.2597533717444,2852.5824066299083,2791.279110356836,2798.809326171875,3934636
2025-09-29,2815.124329879908,2827.964278797825,2793.885394606466,2795.912841796875,3110035
2025-09-30,2810.297523025748,2814.448816935253,2785.2935960579534,2788.479248046875,2253458
2025-10-01,2790.989341906879,2823.620118812873,2767.433524755383,2813.38671875,1952902
2025-10-03,2822.8477787064007,2822.8477787064007,2791.086008442819,2801.51220703125,2899519
2025-10-06,2801.608774520881,2890.040076154485,2795.4302691582598,2885.019775390625,2112774
2025-10-07,2891.3913224455114,2900.562680563452,2853.2577807972316,2870.828125,3062943
2025-10-08,2872.083623568894,2937.7312492504684,2865.3257797487317,2922.477783203125,4121889
2025-10-09,2929.042474504859,2959.9354735767624,2915.5267874109013,2955.7841796875,3211304
2025-10-10,2944.4888175243354,2963.7969409179377,2902.8797173331764,2923.53955078125,8817365
2025-10-13,2922.2845232036298,2930.4904757795234,2894.4807779251564,2903.16943359375,2866865
2025-10-14,2916.492200456414,2922.477671901626,2853.2580928331454,2857.89208984375,3611416
2025-10-15,2878.9193527026337,2887.349664986807,2859.539215693528,2877.756591796875,4282226
2025-10-16,2877.8534092983937,2882.7954389661986,2851.8842144350965,2878.628662109375,3251495
2025-10-17,2877.950145926403,2896.1675207642234,2863.8025522629873,2870.391845703125,4374683
2025-10-20,2892.9698128193104,2929.307567962745,2886.186765192536,2921.749267578125,3133039
2025-10-21,2937.1568492749448,2937.8351067763124,2903.1446131495227,2913.512939453125,310644
2025-10-23,2960.3160263483123,3001.9833223001874,2942.001890896718,2977.951904296875,5564758
2025-10-24,2984.541081052346,2994.231149497321,2963.513679841537,2968.26171875,2684318
2025-10-27,2971.4594315335457,2998.300873295387,2965.3546412157716,2989.2890625,1946312
2025-10-28,2980.6650953225503,2994.424945391891,2945.974602490029,2963.1259765625,3470737
2025-10-29,2963.125962015583,2980.665080689528,2951.691870406029,2962.83544921875,2895420
2025-10-30,2954.598659200471,2968.8430115115416,2938.8038014162025,2941.226318359375,2241536
2025-10-31,2940.9357431934422,2972.3314700068563,2931.342670159881,2963.222900390625,1868085
2025-11-03,2952.4667678534975,2963.2228381217715,2916.710511035491,2923.2998046875,2194877
2025-11-04,2926.0133591519766,2935.412678861251,2883.764563259587,2897.5244140625,2670720
2025-11-06,2897.4276095278424,2930.276848617888,2897.330614208824,2917.582763671875,2542721
2025-11-07,2907.989767522932,2910.896788283535,2868.7449872547954,2899.074951171875,1830520
2025-11-10,2900.237480105872,2953.4358611387806,2899.2684732632038,2931.439453125,1556656
2025-11-11,2950.6259510827763,2960.9942773891976,2924.462765309628,2952.56396484375,2806868
2025-11-12,2965.1608589527805,3039.192885115363,2962.3508338140637,3034.735595703125,4460315
2025-11-13,3034.7357539410323,3034.8325126833847,3005.859301984357,3009.444580078125,1740435
2025-11-14,2994.2312415737683,3016.6153949995773,2981.924901585002,3009.7353515625,2210794
2025-11-17,3009.7352518307202,3026.6928715689805,2990.93661372188,3006.052978515625,2232853
2025-11-18,3005.8592500198897,3008.7662705711664,2982.6030856096777,2991.421142578125,2548350
2025-11-19,3001.0142221592077,3057.216619603584,2987.932629650603,3050.142822265625,3151053
2025-11-20,3050.433782640164,3066.422396812198,3040.8407087665255,3047.3330078125,2700767
2025-11-21,3047.3325941742696,3071.7515179167412,3038.0300343800313,3052.952880859375,4177037
2025-11-24,3060.1236005069036,3080.375748831919,3033.960415828725,3043.84423828125,6703764
2025-11-25,3047.817296493595,3052.1778273241375,3018.4563415864895,3022.526123046875,2737920
2025-11-26,3022.1385231343734,3079.503679669953,3020.394263540353,3064.87158203125,2508527
2025-11-27,3081.4417653096157,3081.4417653096157,3028.1463888655812,3039.386962890625,2836233
2025-11-28,3042.6813060258964,3049.7551028737985,3028.146204245518,3040.2587890625,1616690
2025-12-01,3040.646419381282,3056.2475238822894,3025.433059554359,3036.285888671875,1747647
2025-12-02,3033.96036368288,3046.557452385492,3023.688796726563,3038.5146484375,2512003
2025-12-03,3042.6813780586676,3112.3528729457903,3041.7123712503685,3081.441650390625,3952112
2025-12-04,3095.00770730463,3149.27208789607,3088.6121678196405,3129.11669921875,5025905
2025-12-05,3129.892081880524,3170.2028609083113,3122.527535293584,3137.837890625,5244013
2025-12-08,3142.489218360763,3158.8653395160463,3109.1554773099156,3136.190673828125,2544725
2025-12-09,3129.8921475722495,3133.4774256277456,3082.604565643986,3108.86474609375,2734893
2025-12-10,3125.0471830165943,3125.0471830165943,3079.6008550466445,3090.356689453125,1386849
2025-12-11,3105.6669848803986,3108.9615135733166,3055.3756234989633,3092.972900390625,1914362
2025-12-12,3098.5931202045713,3123.1090405337873,3086.9650381423917,3120.6865234375,1146554
2025-12-15,3111.578048266741,3137.8379924435076,3098.2057061744017,3130.0859375,1562190
2025-12-16,3120.202023295087,3120.202023295087,3092.197820262168,3105.763916015625,1734623
2025-12-17,3101.306446555184,3136.5782015286727,3101.306446555184,3118.0703125,1376350
2025-12-18,3127.9543077224057,3185.9009682967376,3121.171259347543,3179.117919921875,2307422
2025-12-19,3196.753634213965,3215.067769256,3177.179742937931,3180.280517578125,3902511
2025-12-22,3207.4127224224762,3225.436344736965,3189.0015919916527,3221.850830078125,2632816
2025-12-23,3217.005670614833,3217.005670614833,3191.423985009323,3207.41259765625,2365420
2025-12-24,3201.695681385047,3223.98283930865,3193.943626455098,3216.1337890625,1367708
2025-12-26,3210.4167512800273,3217.102804044398,3170.3967202884214,3178.342529296875,1176664
2025-12-29,3178.342279524835,3186.094333865139,3142.392032892103,3150.7255859375,2079473
2025-12-30,3149.2721612242462,3166.229780553915,3139.097589626445,3146.17138671875,2807593
2025-12-31,3139.582067367493,3145.3961082329884,3099.3682847144837,3106.82958984375,3362634
2026-01-01,3115.35696849259,3133.865093634826,3099.0776063813255,3127.37255859375,1255735
2026-01-02,3133.7680727866077,3153.4389586535176,3119.717473820805,3149.950439453125,1184324
2026-01-05,3140.066522757738,3146.3650669323792,3092.1006863508537,3116.4228515625,2341703
2026-01-06,3110.512016678168,3162.063134250383,3105.666982384277,3154.892578125,2912325
2026-01-07,3142.3921354819236,3198.3040184958663,3123.3027483604965,3193.458984375,1989442
2026-01-08,3185.028395467413,3185.028395467413,3083.3796755266676,3104.600830078125,4159336
2026-01-09,3092.1007650495476,3129.6012816982266,3092.1007650495476,3108.380126953125,1938673
2026-01-12,3103.7290773163704,3151.2104150586442,3075.9186268106855,3139.19482421875,2228342
2026-01-13,3144.42719813222,3178.3424375573745,3110.9964621274244,3166.71435546875,5645341
2026-01-14,3158.9624073145064,3158.9624073145064,3084.348878061986,3093.554443359375,3539511
2026-01-15,3093.554443359375,3093.554443359375,3093.554443359375,3093.554443359375,0
2026-01-16,3176.3318131508636,3178.7983689605644,3128.579389024886,3163.8017578125,4293470
2026-01-19,3145.3520534559602,3176.9239686725823,3109.9324074221513,3121.278564453125,3387562
2026-01-20,3109.4391143226594,3117.7266457653604,3049.7484617692403,3060.798583984375,4499273
2026-01-21,3058.5291438659533,3096.5141025881594,3040.769942385441,3080.826904296875,2015150
2026-01-22,3107.8603302315137,3117.7265535020897,3080.5309399469356,3108.2548828125,2269827
2026-01-23,3147.621264153488,3151.7650297600667,3109.8335807806325,3120.193115234375,2068857
2026-01-27,3132.5259981161435,3132.5259981161435,3088.127991843631,3115.75341796875,4279874
2026-01-28,3133.5125881835056,3162.3219126707263,3128.184923835551,3157.290283203125,2751234
2026-01-29,3157.2902623909354,3157.2902623909354,3083.786897692938,3102.335205078125,2457641
2026-01-30,3098.980713054142,3098.980713054142,3050.636219281569,3082.109375,3022068
2026-02-02,3155.218220087344,3155.218220087344,3092.074390792288,3127.1982421875,2636272
2026-02-03,3305.1848335937134,3305.1848335937134,3143.674804974814,3182.153076171875,4366060
2026-02-04,3078.2617963038065,3078.2617963038065,2946.0543986420407,2958.979248046875,10852595
2026-02-05,2950.000779389259,2989.1696378838233,2932.5376122480607,2951.480712890625,3521545
2026-02-06,2936.7800719556926,2945.0676030314735,2876.990663463912,2902.248291015625,4687389
2026-02-09,2919.5143380742375,2937.174782066686,2898.2031986297916,2908.760009765625,2380318
2026-02-10,2910.3385905230825,2971.3118985519286,2904.1228216834434,2944.673095703125,3547763
2026-02-11,2940.134620504305,2957.893822910036,2865.348597754142,2870.873779296875,3363513
2026-02-12,2831.4086986412967,2841.472197833708,2703.3450771056805,2713.31005859375,10612156
2026-02-13,2550.4187054416375,2676.706362809734,2550.4187054416375,2656.1845703125,11168735
2026-02-16,2663.880286127823,2683.4154564010123,2635.2682386101537,2670.39208984375,2918730
2026-02-17,2679.666188399951,2723.0775699498763,2659.144396219614,2681.04736328125,4209118
2026-02-18,2693.478928386682,2693.478928386682,2621.751534036431,2658.848388671875,2950820
2026-02-19,2671.7733571903564,2711.9288391622777,2630.9272877397234,2642.075927734375,3238849
2026-02-20,2631.3217917460984,2666.4456435463158,2612.0826560359187,2650.264892578125,2293482
2026-02-23,2650.0675026055624,2667.8267040377664,2624.612599044486,2640.497314453125,4699596
2026-02-24,2605.669504618486,2612.0825495938816,2527.035755172012,2539.269775390625,7798833
2026-02-25,2561.2716479227247,2618.6930211303556,2560.2850255621997,2594.126220703125,3621285
2026-02-26,2614.549064594777,2635.26813265383,2599.749730266882,2612.27978515625,3464267
2026-02-27,2645.726576120342,2652.6329325338243,2590.969035984877,2602.11767578125,5083717
2026-03-02,2557.324974292137,2588.6996112720262,2545.7815416803182,2578.537353515625,3374385
2026-03-04,2589.8837001747893,2599.7499237945026,2545.880246481027,2553.181396484375,3446434
2026-03-05,2565.2181034037962,2574.5910157046947,2512.335049229941,2544.3017578125,2960636
2026-03-06,2537.5927639837228,2584.161292192951,2519.4390085227947,2523.385498046875,3998643
2026-03-09,2496.1544256648085,2525.7530947438377,2471.4888680989507,2493.589111328125,3653428
2026-03-10,2507.007379980955,2511.1511456572443,2456.7883989435327,2479.480712890625,4323710
2026-03-11,2474.547570466413,2487.2749022159755,2427.1896984686477,2431.92529296875,2720664
2026-03-12,2426.8936916820116,2439.818299872899,2403.412031703097,2409.726318359375,2752075
2026-03-13,2404.398666093815,2413.179508655849,2364.9337721078678,2378.253173828125,2466488
2026-03-16,2377.759805019881,2392.5591399058967,2334.4471812699776,2376.970458984375,3807907
2026-03-17,2387.6260500920594,2387.6260500920594,2328.428710007132,2359.70458984375,2993367
2026-03-18,2377.759931791064,2449.684606821956,2377.759931791064,2408.14794921875,3082388
2026-03-19,2384.6661390424383,2391.5724952581177,2318.7597201236085,2324.482177734375,2757060
2026-03-20,2354.0808258010857,2375.5892402804725,2332.5724113216993,2358.619384765625,4206320
2026-03-23,2333.3618520807718,2374.602714385491,2316.589272171523,2351.910400390625,3860515
2026-03-24,2371.9388633725343,2402.819949907421,2347.2733048784753,2366.709716796875,3420182
2026-03-25,2368.781573169959,2389.204849113034,2338.097761710688,2345.595947265625,5843778
